,Pub Date,Headline+abstract,predicted
557,2014-07-18,"Europe Wants Apple and Google to Fix In-App Payments Problem : Many parents have learned the hard way that “free” mobile games are not always free, because they let players buy extras within the game. Europe says it is pushing Apple and Google to make the real price of a game clearer.",1.0
562,2014-07-21,"Facebook and Apple Posting Quarterly Earnings This Week : When Apple announces its quarterly results on Tuesday, the power of the iPhone will be put to the test.",1.0
560,2014-07-22,"Apple Reports $7.7 Billion Profit on Strong iPhone Sales : While rivals like Samsung are starting to show weakness in phone sales, Apple sold 35.2 million iPhones in the third fiscal quarter, up 13 percent from the period a year ago.",2.0
569,2014-07-22,"Bigger Apple phone, bigger orders : Apple is asking suppliers to make 70 to 80 million units of its new larger screen iPhone, a lot more initially than its current model. Fred Katayama reports.",2.0
561,2014-07-23,"Apple Case Over Labor Code Is Granted Class-Action Status : A judge in California certified a class of 21,000 current and former Apple employees who claim the company did not give them required meal and rest breaks.",0.0
563,2014-07-23,Daily Report: Expanding iPhone Sales Lift Apple Profit to $7.7 Billion : Sales for the smartphone grew even during a time of year when smartphone sales are expected to be slow.,2.0
566,2014-07-25,"A Mac That Keeps Working, Even in Sleep Mode : Plus, how to multitask with Windows 8.1.",1.0
577,2014-08-01,Three's a crowd in US telco bid battle : French upstart Iliad threatens to upset the telecoms apple-cart with an audacious $15bn dollar offer for T-Mobile US. But can it succeed in elbowing aside Sprint in its bid to grab a share of the US's large and lucrative market? Sara Hemrajani reports.,0.0
570,2014-08-06,Apple and Samsung Drop Patent Fights Outside the United States : Apple and Samsung Electronics on Tuesday said they had agreed to drop patent litigation against each other in a number of countries. But they said they are not done fighting.,1.0
575,2014-08-08,"Cashew Juice, the Apple of Pepsi’s Eye : While farmers in India once left cashew apples to rot, some are now selling them as the source of what Pepsi hopes could be the next coconut water.",2.0
576,2014-08-08,Neighbor of the Adam’s Apple : Bruce Haight reels us in.,1.0
571,2014-08-09,"Keeping Track: Another Labor Suit for Apple, Stop-and-Frisk : Apple faced another labor related class-action suit, while the City of New York tries to close the book on the Police Department’s stop-and-frisk program.",1.0
583,2014-08-11,"Simplifying the Bull: How Picasso Helps to Teach Apple’s Style : The tech company’s highly secretive internal training program is like its products: meticulously planned, with polished presentations and a gleaming veneer that masks a great deal of effort.",1.0
584,2014-08-11,"Daily Report: Acculturating New Employees at Apple Through Careful Training : The tech company’s highly secretive internal training program is like its products: meticulously planned, with polished presentations and a gleaming veneer that masks a great deal of effort.",1.0
586,2014-08-12,"Apple prepares HealthKit rollout : Reuters has learned Apple is talking to more healthcare providers to beef up its HealthKit service, but Apple will have to satisfy consumers' privacy cconcerns and several regulators. Fred Katayama reports.",1.0
581,2014-08-12,"Apple’s Diversity Mirrors Other Tech Companies’ : Following Google, Twitter, and Facebook, Apple has published a report summarizing the makeup of its work force in terms of race and gender.",1.0
580,2014-08-13,"Getting the Scoop on Apple U. : How did a Times reporter, Brian X. Chen, get information from inside a famously secretive corporate culture?",1.0
585,2014-08-14,"Hong Kong Newspaper Prints Fake Obituary of Rival’s Owner : A full-page obituary in the Chinese-language Oriental Daily claimed that the owner of a rival newspaper, Apple Daily, had died.",0.0
582,2014-08-15,Apple to Add Data Storage in China and Prohibit Two Chemicals : Apple this week said it had for the first time begun storing user data on servers in mainland China. It also barred two potentially harmful chemicals that some factory workers had used during assembly of iPhones and iPads.,1.0
589,2014-08-15,"Samsung Acquires SmartThings, in Embrace of the Smart Home : The young company makes accessories that connect home appliances to the Internet and will help Samsung compete with Google and Apple.",2.0
587,2014-08-19,Apple hits $100 a share : Summary: Apple helped drive the Nasdaq to a new 14-year high; housing data and strong earnings from Home Depot lift U.S. markets; inflation remains in check. Bobbi Rebell reports.,2.0
595,2014-08-22,Cooking Techniques: Cutting an Apple : Cut an apple into same-size slices for a more even cooking time.,1.0
596,2014-08-22,Apple iPhone 6 screen hits snag ahead of launch : Reuters has learned Apple is scrambling to get enough screens ready for the iPhone 6. Sources say it's unclear whether this could delay the launch. Fred Katayama reports.,0.0
597,2014-08-26,"Saraghina’s Artisanal Bakery Opens in Brooklyn : More dining news, including a smoked olive oil, a book about apples, ordering fish online, a new beer hall in Brooklyn and the King Cole Bar’s Bloody Mary recipe.",1.0
590,2014-08-29,"Apple Appeals Judge’s Decision to Deny a Ban on Samsung Products : The smartphone giants Apple and Samsung have agreed to drop patent suits against each other outside the United States, but their fight here clearly isn’t over.",0.0
591,2014-08-29,"Ireland’s Data Privacy Regulator Will Have Global Sway : A five-person panel of civil servants and privacy experts will choose a data protection commissioner, who will have a large say in how Internet giants including Facebook and Apple use online information from roughly a billion users.",1.0
604,2014-09-04,"Apple Plans Smartwatch and Larger iPhones : The watch, which is expected to include fitness tracking and wireless payment, will be the first new product unveiled under Tim Cook, who replaced Steve Jobs in 2011.",2.0
608,2014-09-07,"Success of Apple’s iWatch May Rely on Health Care Partnerships : Just as the iPod’s appeal relied in part on Apple’s music industry relationships, the future of its new wrist device may rest on courting health companies.",1.0
609,2014-09-08,"Chinese Game Players Add to Apple's Bottom Line : China has become Apple's third-largest market for software sales, and a huge chunk of that comes through WeChat, an app used to play games.",2.0
605,2014-09-08,"U2 Said to Play Role at Apple Event : In addition to performing, the band will reveal an integration with Apple’s products that is connected to its next album, according to people briefed on the band’s plans.",1.0
606,2014-09-09,Other Wireless Events Struggle to Compete With Apple : Apple may hog the spotlight when it holds a big product release. But that doesn’t mean other companies are going to schedule their events around a rival.,1.0
607,2014-09-09,"The iPhone 6 Goes Big, as Apple Aims Small With a Smartwatch : The company introduced two new smartphones with larger screens and the Apple Watch, entering a crowded field that has yet to capture popular enthusiasm.",1.0
602,2014-09-09,"With Apple Watch, a Naming Tradition Ends : For 16 years, Apple has bestowed the prefix “i” on the names of most of its groundbreaking products, from the iMac to the iPad. Not so with the Apple Watch.",1.0
600,2014-09-09,"Introducing Apple Watch : Timothy D. Cook, Apple’s chief executive, introduced a smartwatch, a wearable device that combines health and fitness tracking with communications.",1.0
601,2014-09-10,"With iPhone 6 and Smartwatch, Apple Is Back and Better Than Ever : Any question about how well Tim Cook is managing the reins of the world’s most valuable company will most likely be put to rest after Tuesday’s profusion of product announcements.",2.0
603,2014-09-10,"Apple’s Recipe for Emptying Pockets and Wallets : The tech giant has developed an iPhone payment system that looks secure and easy to use. Its new watch has the potential to replace car keys, Robert Cyran of Reuters Breakingviews writes.",2.0
614,2014-09-11,"With Apple Pay and Smartwatch, a Privacy Challenge : Apple faces two threats: one from hackers looking for ways to steal financial information, and another from regulators interested in ensuring that information gleaned from health monitoring devices stays private.",1.0
617,2014-09-12,Banks Did It Apple’s Way in Payments by Mobile : The eagerness of banks and card companies to work with Apple on its mobile payment system suggests Apple’s clout and the concern financial players have for their future.,2.0
616,2014-09-12,"Can the Apple Watch Woo Traditional Watch Fans? : While the first wristwatches were developed in the 16th century, it took less than a day for the Apple Watch to become the only one people want to talk about.",1.0
615,2014-09-12,The Mystery of Apple Watch’s Battery Life : Apple had plenty to brag about at its event earlier this week. So it was particularly noticeable when Apple left out an important detail about the brand-new Apple Watch: the battery life.,0.0
